icd9,icd10,description
9840,T560X1,Toxic effect of inorganic lead compounds
9840,T560X2,Toxic effect of inorganic lead compounds
9840,T560X3,Toxic effect of inorganic lead compounds
9840,T560X4,Toxic effect of inorganic lead compounds
9841,T560X1,Toxic effect of organic lead compounds
9841,T560X2,Toxic effect of organic lead compounds
9841,T560X3,Toxic effect of organic lead compounds
9841,T560X4,Toxic effect of organic lead compounds
9848,T560X1,Toxic effect of other lead compounds
9848,T560X2,Toxic effect of other lead compounds
9848,T560X3,Toxic effect of other lead compounds
9848,T560X4,Toxic effect of other lead compounds
9849,M1A10X,Toxic effect of unspecified lead compound
9849,T560X1,Toxic effect of unspecified lead compound
9849,T560X2,Toxic effect of unspecified lead compound
9849,T560X3,Toxic effect of unspecified lead compound
9849,T560X4,Toxic effect of unspecified lead compound
9850,T561X1,Toxic effect of mercury and its compounds
9850,T561X2,Toxic effect of mercury and its compounds
9850,T561X3,Toxic effect of mercury and its compounds
9850,T561X4,Toxic effect of mercury and its compounds
9851,T570X1,Toxic effect of arsenic and its compounds
9851,T570X2,Toxic effect of arsenic and its compounds
9851,T570X3,Toxic effect of arsenic and its compounds
9851,T570X4,Toxic effect of arsenic and its compounds
9852,T572X1,Toxic effect of manganese and its compounds
9852,T572X2,Toxic effect of manganese and its compounds
9852,T572X3,Toxic effect of manganese and its compounds
9852,T572X4,Toxic effect of manganese and its compounds
9853,T567X1,Toxic effect of beryllium and its compounds
9853,T567X2,Toxic effect of beryllium and its compounds
9853,T567X3,Toxic effect of beryllium and its compounds
9853,T567X4,Toxic effect of beryllium and its compounds
9854,T56891,Toxic effect of antimony and its compounds
9855,T563X1,Toxic effect of cadmium and its compounds
9855,T563X2,Toxic effect of cadmium and its compounds
9855,T563X3,Toxic effect of cadmium and its compounds
9855,T563X4,Toxic effect of cadmium and its compounds
9856,T562X1,Toxic effect of chromium
9856,T562X2,Toxic effect of chromium
9856,T562X3,Toxic effect of chromium
9856,T562X4,Toxic effect of chromium
9858,T564X1,Toxic effect of other specified metals
9858,T564X2,Toxic effect of other specified metals
9858,T564X3,Toxic effect of other specified metals
9858,T564X4,Toxic effect of other specified metals
9858,T565X1,Toxic effect of other specified metals
9858,T565X2,Toxic effect of other specified metals
9858,T565X3,Toxic effect of other specified metals
9858,T565X4,Toxic effect of other specified metals
9858,T566X1,Toxic effect of other specified metals
9858,T566X2,Toxic effect of other specified metals
9858,T566X3,Toxic effect of other specified metals
9858,T566X4,Toxic effect of other specified metals
9858,T56891,Toxic effect of other specified metals
9858,T56892,Toxic effect of other specified metals
9858,T56893,Toxic effect of other specified metals
9858,T56894,Toxic effect of other specified metals
9859,T5691X,Toxic effect of unspecified metal
9859,T5692X,Toxic effect of unspecified metal
9859,T5693X,Toxic effect of unspecified metal
9859,T5694X,Toxic effect of unspecified metal
986,T5801X,Toxic effect of carbon monoxide
986,T5802X,Toxic effect of carbon monoxide
986,T5803X,Toxic effect of carbon monoxide
986,T5804X,Toxic effect of carbon monoxide
986,T5811X,Toxic effect of carbon monoxide
986,T5812X,Toxic effect of carbon monoxide
986,T5813X,Toxic effect of carbon monoxide
986,T5814X,Toxic effect of carbon monoxide
986,T582X1,Toxic effect of carbon monoxide
986,T582X2,Toxic effect of carbon monoxide
986,T582X3,Toxic effect of carbon monoxide
986,T582X4,Toxic effect of carbon monoxide
986,T588X1,Toxic effect of carbon monoxide
986,T588X2,Toxic effect of carbon monoxide
986,T588X3,Toxic effect of carbon monoxide
986,T588X4,Toxic effect of carbon monoxide
986,T5891X,Toxic effect of carbon monoxide
986,T5892X,Toxic effect of carbon monoxide
986,T5893X,Toxic effect of carbon monoxide
986,T5894X,Toxic effect of carbon monoxide
9870,T59891,Toxic effect of liquefied petroleum gases
9871,T592X1,Toxic effect of other hydrocarbon gas
9871,T592X2,Toxic effect of other hydrocarbon gas
9871,T592X3,Toxic effect of other hydrocarbon gas
9871,T592X4,Toxic effect of other hydrocarbon gas
9872,T590X1,Toxic effect of nitrogen oxides
9872,T590X2,Toxic effect of nitrogen oxides
9872,T590X3,Toxic effect of nitrogen oxides
9872,T590X4,Toxic effect of nitrogen oxides
9873,T591X1,Toxic effect of sulfur dioxide
9873,T591X2,Toxic effect of sulfur dioxide
9873,T591X3,Toxic effect of sulfur dioxide
9873,T591X4,Toxic effect of sulfur dioxide
9874,T535X1,Toxic effect of freon
9874,T535X2,Toxic effect of freon
9874,T535X3,Toxic effect of freon
9874,T535X4,Toxic effect of freon
9875,T593X1,Toxic effect of lacrimogenic gas
9875,T593X2,Toxic effect of lacrimogenic gas
9875,T593X3,Toxic effect of lacrimogenic gas
9875,T593X4,Toxic effect of lacrimogenic gas
9876,T594X1,Toxic effect of chlorine gas
9876,T594X2,Toxic effect of chlorine gas
9876,T594X3,Toxic effect of chlorine gas
9876,T594X4,Toxic effect of chlorine gas
9877,T573X1,Toxic effect of hydrocyanic acid gas
9877,T573X2,Toxic effect of hydrocyanic acid gas
9877,T573X3,Toxic effect of hydrocyanic acid gas
9877,T573X4,Toxic effect of hydrocyanic acid gas
9878,T595X1,"Toxic effect of other specified gases, fumes, or vapors"
9878,T595X2,"Toxic effect of other specified gases, fumes, or vapors"
9878,T595X3,"Toxic effect of other specified gases, fumes, or vapors"
9878,T595X4,"Toxic effect of other specified gases, fumes, or vapors"
9878,T596X1,"Toxic effect of other specified gases, fumes, or vapors"
9878,T596X2,"Toxic effect of other specified gases, fumes, or vapors"
9878,T596X3,"Toxic effect of other specified gases, fumes, or vapors"
9878,T596X4,"Toxic effect of other specified gases, fumes, or vapors"
9878,T597X1,"Toxic effect of other specified gases, fumes, or vapors"
9878,T597X2,"Toxic effect of other specified gases, fumes, or vapors"
9878,T597X3,"Toxic effect of other specified gases, fumes, or vapors"
9878,T597X4,"Toxic effect of other specified gases, fumes, or vapors"
9878,T59811,"Toxic effect of other specified gases, fumes, or vapors"
9878,T59812,"Toxic effect of other specified gases, fumes, or vapors"
9878,T59813,"Toxic effect of other specified gases, fumes, or vapors"
9878,T59814,"Toxic effect of other specified gases, fumes, or vapors"
9878,T59891,"Toxic effect of other specified gases, fumes, or vapors"
9878,T59892,"Toxic effect of other specified gases, fumes, or vapors"
9878,T59893,"Toxic effect of other specified gases, fumes, or vapors"
9878,T59894,"Toxic effect of other specified gases, fumes, or vapors"
9879,T59811,"Toxic effect of unspecified gas, fume, or vapor"
9879,T59812,"Toxic effect of unspecified gas, fume, or vapor"
9879,T59813,"Toxic effect of unspecified gas, fume, or vapor"
9879,T59814,"Toxic effect of unspecified gas, fume, or vapor"
9879,T5991X,"Toxic effect of unspecified gas, fume, or vapor"
9879,T5992X,"Toxic effect of unspecified gas, fume, or vapor"
9879,T5993X,"Toxic effect of unspecified gas, fume, or vapor"
9879,T5994X,"Toxic effect of unspecified gas, fume, or vapor"
9880,T6101X,Toxic effect of fish and shellfish eaten as food
9880,T6102X,Toxic effect of fish and shellfish eaten as food
9880,T6103X,Toxic effect of fish and shellfish eaten as food
9880,T6104X,Toxic effect of fish and shellfish eaten as food
9880,T6111X,Toxic effect of fish and shellfish eaten as food
9880,T6112X,Toxic effect of fish and shellfish eaten as food
9880,T6113X,Toxic effect of fish and shellfish eaten as food
9880,T6114X,Toxic effect of fish and shellfish eaten as food
9880,T61771,Toxic effect of fish and shellfish eaten as food
9880,T61772,Toxic effect of fish and shellfish eaten as food
9880,T61773,Toxic effect of fish and shellfish eaten as food
9880,T61774,Toxic effect of fish and shellfish eaten as food
9880,T61781,Toxic effect of fish and shellfish eaten as food
9880,T61782,Toxic effect of fish and shellfish eaten as food
9880,T61783,Toxic effect of fish and shellfish eaten as food
9880,T61784,Toxic effect of fish and shellfish eaten as food
9880,T618X1,Toxic effect of fish and shellfish eaten as food
9880,T618X2,Toxic effect of fish and shellfish eaten as food
9880,T618X3,Toxic effect of fish and shellfish eaten as food
9880,T618X4,Toxic effect of fish and shellfish eaten as food
9880,T6191X,Toxic effect of fish and shellfish eaten as food
9880,T6192X,Toxic effect of fish and shellfish eaten as food
9880,T6193X,Toxic effect of fish and shellfish eaten as food
9880,T6194X,Toxic effect of fish and shellfish eaten as food
9881,T620X1,Toxic effect of mushrooms eaten as food
9881,T620X2,Toxic effect of mushrooms eaten as food
9881,T620X3,Toxic effect of mushrooms eaten as food
9881,T620X4,Toxic effect of mushrooms eaten as food
9882,T621X1,Toxic effect of berries and other plants eaten as food
9882,T621X2,Toxic effect of berries and other plants eaten as food
9882,T621X3,Toxic effect of berries and other plants eaten as food
9882,T621X4,Toxic effect of berries and other plants eaten as food
9882,T622X1,Toxic effect of berries and other plants eaten as food
9882,T622X2,Toxic effect of berries and other plants eaten as food
9882,T622X3,Toxic effect of berries and other plants eaten as food
9882,T622X4,Toxic effect of berries and other plants eaten as food
9888,T628X1,Toxic effect of other specified noxious substances eaten as food
9888,T628X2,Toxic effect of other specified noxious substances eaten as food
9888,T628X3,Toxic effect of other specified noxious substances eaten as food
9888,T628X4,Toxic effect of other specified noxious substances eaten as food
9889,T6291X,Toxic effect of unspecified noxious substance eaten as food
9889,T6292X,Toxic effect of unspecified noxious substance eaten as food
9889,T6293X,Toxic effect of unspecified noxious substance eaten as food
9889,T6294X,Toxic effect of unspecified noxious substance eaten as food
9890,T650X1,Toxic effect of hydrocyanic acid and cyanides
9890,T650X2,Toxic effect of hydrocyanic acid and cyanides
9890,T650X3,Toxic effect of hydrocyanic acid and cyanides
9890,T650X4,Toxic effect of hydrocyanic acid and cyanides
9891,T651X1,Toxic effect of strychnine and salts
9891,T651X2,Toxic effect of strychnine and salts
9891,T651X3,Toxic effect of strychnine and salts
9891,T651X4,Toxic effect of strychnine and salts
9892,T5391X,Toxic effect of chlorinated hydrocarbons
9893,T600X1,Toxic effect of organophosphate and carbamate
9893,T600X2,Toxic effect of organophosphate and carbamate
9893,T600X3,Toxic effect of organophosphate and carbamate
9893,T600X4,Toxic effect of organophosphate and carbamate
9894,T601X1,"Toxic effect of other pesticides, not elsewhere classified"
9894,T601X2,"Toxic effect of other pesticides, not elsewhere classified"
9894,T601X3,"Toxic effect of other pesticides, not elsewhere classified"
9894,T601X4,"Toxic effect of other pesticides, not elsewhere classified"
9894,T602X1,"Toxic effect of other pesticides, not elsewhere classified"
9894,T602X2,"Toxic effect of other pesticides, not elsewhere classified"
9894,T602X3,"Toxic effect of other pesticides, not elsewhere classified"
9894,T602X4,"Toxic effect of other pesticides, not elsewhere classified"
9894,T604X1,"Toxic effect of other pesticides, not elsewhere classified"
9894,T604X2,"Toxic effect of other pesticides, not elsewhere classified"
9894,T604X3,"Toxic effect of other pesticides, not elsewhere classified"
9894,T604X4,"Toxic effect of other pesticides, not elsewhere classified"
9894,T608X1,"Toxic effect of other pesticides, not elsewhere classified"
9894,T608X2,"Toxic effect of other pesticides, not elsewhere classified"
9894,T608X3,"Toxic effect of other pesticides, not elsewhere classified"
9894,T608X4,"Toxic effect of other pesticides, not elsewhere classified"
9894,T6091X,"Toxic effect of other pesticides, not elsewhere classified"
9894,T6092X,"Toxic effect of other pesticides, not elsewhere classified"
9894,T6093X,"Toxic effect of other pesticides, not elsewhere classified"
9894,T6094X,"Toxic effect of other pesticides, not elsewhere classified"
9895,T63001,Toxic effect of venom
9895,T63002,Toxic effect of venom
9895,T63003,Toxic effect of venom
9895,T63004,Toxic effect of venom
9895,T63011,Toxic effect of venom
9895,T63012,Toxic effect of venom
9895,T63013,Toxic effect of venom
9895,T63014,Toxic effect of venom
9895,T63021,Toxic effect of venom
9895,T63022,Toxic effect of venom
9895,T63023,Toxic effect of venom
9895,T63024,Toxic effect of venom
9895,T63031,Toxic effect of venom
9895,T63032,Toxic effect of venom
9895,T63033,Toxic effect of venom
9895,T63034,Toxic effect of venom
9895,T63041,Toxic effect of venom
9895,T63042,Toxic effect of venom
9895,T63043,Toxic effect of venom
9895,T63044,Toxic effect of venom
9895,T63061,Toxic effect of venom
9895,T63062,Toxic effect of venom
9895,T63063,Toxic effect of venom
9895,T63064,Toxic effect of venom
9895,T63071,Toxic effect of venom
9895,T63072,Toxic effect of venom
9895,T63073,Toxic effect of venom
9895,T63074,Toxic effect of venom
9895,T63081,Toxic effect of venom
9895,T63082,Toxic effect of venom
9895,T63083,Toxic effect of venom
9895,T63084,Toxic effect of venom
9895,T63091,Toxic effect of venom
9895,T63092,Toxic effect of venom
9895,T63093,Toxic effect of venom
9895,T63094,Toxic effect of venom
9895,T63111,Toxic effect of venom
9895,T63112,Toxic effect of venom
9895,T63113,Toxic effect of venom
9895,T63114,Toxic effect of venom
9895,T63121,Toxic effect of venom
9895,T63122,Toxic effect of venom
9895,T63123,Toxic effect of venom
9895,T63124,Toxic effect of venom
9895,T63191,Toxic effect of venom
9895,T63192,Toxic effect of venom
9895,T63193,Toxic effect of venom
9895,T63194,Toxic effect of venom
9895,T632X1,Toxic effect of venom
9895,T632X2,Toxic effect of venom
9895,T632X3,Toxic effect of venom
9895,T632X4,Toxic effect of venom
9895,T63301,Toxic effect of venom
9895,T63302,Toxic effect of venom
9895,T63303,Toxic effect of venom
9895,T63304,Toxic effect of venom
9895,T63311,Toxic effect of venom
9895,T63312,Toxic effect of venom
9895,T63313,Toxic effect of venom
9895,T63314,Toxic effect of venom
9895,T63321,Toxic effect of venom
9895,T63322,Toxic effect of venom
9895,T63323,Toxic effect of venom
9895,T63324,Toxic effect of venom
9895,T63331,Toxic effect of venom
9895,T63332,Toxic effect of venom
9895,T63333,Toxic effect of venom
9895,T63334,Toxic effect of venom
9895,T63391,Toxic effect of venom
9895,T63392,Toxic effect of venom
9895,T63393,Toxic effect of venom
9895,T63394,Toxic effect of venom
9895,T63411,Toxic effect of venom
9895,T63412,Toxic effect of venom
9895,T63413,Toxic effect of venom
9895,T63414,Toxic effect of venom
9895,T63421,Toxic effect of venom
9895,T63422,Toxic effect of venom
9895,T63423,Toxic effect of venom
9895,T63424,Toxic effect of venom
9895,T63431,Toxic effect of venom
9895,T63432,Toxic effect of venom
9895,T63433,Toxic effect of venom
9895,T63434,Toxic effect of venom
9895,T63441,Toxic effect of venom
9895,T63442,Toxic effect of venom
9895,T63443,Toxic effect of venom
9895,T63444,Toxic effect of venom
9895,T63451,Toxic effect of venom
9895,T63452,Toxic effect of venom
9895,T63453,Toxic effect of venom
9895,T63454,Toxic effect of venom
9895,T63461,Toxic effect of venom
9895,T63462,Toxic effect of venom
9895,T63463,Toxic effect of venom
9895,T63464,Toxic effect of venom
9895,T63481,Toxic effect of venom
9895,T63482,Toxic effect of venom
9895,T63483,Toxic effect of venom
9895,T63484,Toxic effect of venom
9895,T63511,Toxic effect of venom
9895,T63512,Toxic effect of venom
9895,T63513,Toxic effect of venom
9895,T63514,Toxic effect of venom
9895,T63591,Toxic effect of venom
9895,T63592,Toxic effect of venom
9895,T63593,Toxic effect of venom
9895,T63594,Toxic effect of venom
9895,T63611,Toxic effect of venom
9895,T63612,Toxic effect of venom
9895,T63613,Toxic effect of venom
9895,T63614,Toxic effect of venom
9895,T63621,Toxic effect of venom
9895,T63622,Toxic effect of venom
9895,T63623,Toxic effect of venom
9895,T63624,Toxic effect of venom
9895,T63631,Toxic effect of venom
9895,T63632,Toxic effect of venom
9895,T63633,Toxic effect of venom
9895,T63634,Toxic effect of venom
9895,T63691,Toxic effect of venom
9895,T63692,Toxic effect of venom
9895,T63693,Toxic effect of venom
9895,T63694,Toxic effect of venom
9895,T63711,Toxic effect of venom
9895,T63712,Toxic effect of venom
9895,T63713,Toxic effect of venom
9895,T63714,Toxic effect of venom
9895,T63791,Toxic effect of venom
9895,T63792,Toxic effect of venom
9895,T63793,Toxic effect of venom
9895,T63794,Toxic effect of venom
9895,T63811,Toxic effect of venom
9895,T63812,Toxic effect of venom
9895,T63813,Toxic effect of venom
9895,T63814,Toxic effect of venom
9895,T63821,Toxic effect of venom
9895,T63822,Toxic effect of venom
9895,T63823,Toxic effect of venom
9895,T63824,Toxic effect of venom
9895,T63831,Toxic effect of venom
9895,T63832,Toxic effect of venom
9895,T63833,Toxic effect of venom
9895,T63834,Toxic effect of venom
9895,T63891,Toxic effect of venom
9895,T63892,Toxic effect of venom
9895,T63893,Toxic effect of venom
9895,T63894,Toxic effect of venom
9895,T6391X,Toxic effect of venom
9895,T6392X,Toxic effect of venom
9895,T6393X,Toxic effect of venom
9895,T6394X,Toxic effect of venom
9896,T550X1,Toxic effect of soaps and detergents
9896,T550X2,Toxic effect of soaps and detergents
9896,T550X3,Toxic effect of soaps and detergents
9896,T550X4,Toxic effect of soaps and detergents
9896,T551X1,Toxic effect of soaps and detergents
9896,T551X2,Toxic effect of soaps and detergents
9896,T551X3,Toxic effect of soaps and detergents
9896,T551X4,Toxic effect of soaps and detergents
9897,T6401X,Toxic effect of aflatoxin and other mycotoxin (food contaminants)
9897,T6402X,Toxic effect of aflatoxin and other mycotoxin (food contaminants)
9897,T6403X,Toxic effect of aflatoxin and other mycotoxin (food contaminants)
9897,T6404X,Toxic effect of aflatoxin and other mycotoxin (food contaminants)
9897,T6481X,Toxic effect of aflatoxin and other mycotoxin (food contaminants)
9897,T6482X,Toxic effect of aflatoxin and other mycotoxin (food contaminants)
9897,T6483X,Toxic effect of aflatoxin and other mycotoxin (food contaminants)
9897,T6484X,Toxic effect of aflatoxin and other mycotoxin (food contaminants)
98981,T65894,Toxic effect of asbestos
98982,T65811,Toxic effect of latex
98982,T65812,Toxic effect of latex
98982,T65813,Toxic effect of latex
98982,T65814,Toxic effect of latex
98983,T65894,Toxic effect of silicone
98984,T65211,Toxic effect of tobacco
98984,T65212,Toxic effect of tobacco
98984,T65213,Toxic effect of tobacco
98984,T65214,Toxic effect of tobacco
98984,T65221,Toxic effect of tobacco
98984,T65222,Toxic effect of tobacco
98984,T65223,Toxic effect of tobacco
98984,T65224,Toxic effect of tobacco
98984,T65291,Toxic effect of tobacco
98984,T65292,Toxic effect of tobacco
98984,T65293,Toxic effect of tobacco
98984,T65294,Toxic effect of tobacco
98989,T578X1,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
98989,T578X2,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
98989,T578X3,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
98989,T603X1,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
98989,T603X2,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
98989,T603X3,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
98989,T603X4,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
98989,T655X1,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
98989,T655X2,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
98989,T655X3,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
98989,T655X4,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
98989,T656X1,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
98989,T656X2,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
98989,T656X3,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
98989,T656X4,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
98989,T65821,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
98989,T65822,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
98989,T65823,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
98989,T65824,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
98989,T65831,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
98989,T65832,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
98989,T65833,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
98989,T65834,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
98989,T65891,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
98989,T65892,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
98989,T65893,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
98989,T65894,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
9899,T5791X,"Toxic effect of unspecified substance, chiefly nonmedicinal as to source"
9899,T5792X,"Toxic effect of unspecified substance, chiefly nonmedicinal as to source"
9899,T5793X,"Toxic effect of unspecified substance, chiefly nonmedicinal as to source"
9899,T5794X,"Toxic effect of unspecified substance, chiefly nonmedicinal as to source"
9899,T6591X,"Toxic effect of unspecified substance, chiefly nonmedicinal as to source"
9899,T6592X,"Toxic effect of unspecified substance, chiefly nonmedicinal as to source"
9899,T6593X,"Toxic effect of unspecified substance, chiefly nonmedicinal as to source"
9899,T6594X,"Toxic effect of unspecified substance, chiefly nonmedicinal as to source"
990,T66XXX,"Effects of radiation, unspecified"
9910,T3309X,Frostbite of face
9910,T3409X,Frostbite of face
9911,T33529,Frostbite of hand
9911,T34529,Frostbite of hand
9912,T33829,Frostbite of foot
9912,T33839,Frostbite of foot
9912,T34829,Frostbite of foot
9913,T3390X,Frostbite of other and unspecified sites
9913,T3399X,Frostbite of other and unspecified sites
9913,T3490X,Frostbite of other and unspecified sites
9913,T3499X,Frostbite of other and unspecified sites
9914,T69029,Immersion foot
9915,T691XX,Chilblains
9916,T68XXX,Hypothermia
9918,T698XX,Other specified effects of reduced temperature
9919,T699XX,Unspecified effect of reduced temperature
9920,T670XX,Heat stroke and sunstroke
9921,T671XX,Heat syncope
9922,T672XX,Heat cramps
9923,T673XX,"Heat exhaustion, anhydrotic"
9924,T674XX,Heat exhaustion due to salt depletion
9925,T675XX,"Heat exhaustion, unspecified"
9926,T676XX,"Heat fatigue, transient"
9927,T677XX,Heat edema
9928,T678XX,Other specified heat effects
9929,T679XX,Unspecified effects of heat and light
9930,T700XX,"Barotrauma, otitic"
9931,T701XX,"Barotrauma, sinus"
9932,T7020X,Other and unspecified effects of high altitude
9932,T7029X,Other and unspecified effects of high altitude
9933,T703XX,Caisson disease
9934,T704XX,Effects of air pressure caused by explosion
9938,T708XX,Other specified effects of air pressure
9939,T709XX,Unspecified effect of air pressure
9940,T7500X,Effects of lightning
9940,T7501X,Effects of lightning
9941,T751XX,Drowning and nonfatal submersion
9942,T730XX,Effects of hunger
9943,T731XX,Effects of thirst
9944,T732XX,Exhaustion due to exposure
9945,T733XX,Exhaustion due to excessive exertion
9946,T753XX,Motion sickness
9947,T71111,Asphyxiation and strangulation
9947,T71112,Asphyxiation and strangulation
9947,T71113,Asphyxiation and strangulation
9947,T71114,Asphyxiation and strangulation
9947,T71121,Asphyxiation and strangulation
9947,T71122,Asphyxiation and strangulation
9947,T71123,Asphyxiation and strangulation
9947,T71124,Asphyxiation and strangulation
9947,T71131,Asphyxiation and strangulation
9947,T71132,Asphyxiation and strangulation
9947,T71133,Asphyxiation and strangulation
9947,T71134,Asphyxiation and strangulation
9947,T71141,Asphyxiation and strangulation
9947,T71143,Asphyxiation and strangulation
9947,T71144,Asphyxiation and strangulation
9947,T71151,Asphyxiation and strangulation
9947,T71152,Asphyxiation and strangulation
9947,T71153,Asphyxiation and strangulation
9947,T71154,Asphyxiation and strangulation
9947,T71161,Asphyxiation and strangulation
9947,T71162,Asphyxiation and strangulation
9947,T71163,Asphyxiation and strangulation
9947,T71164,Asphyxiation and strangulation
9947,T71191,Asphyxiation and strangulation
9947,T71192,Asphyxiation and strangulation
9947,T71193,Asphyxiation and strangulation
9947,T71194,Asphyxiation and strangulation
9947,T7120X,Asphyxiation and strangulation
9947,T7121X,Asphyxiation and strangulation
9947,T71221,Asphyxiation and strangulation
9947,T71222,Asphyxiation and strangulation
9947,T71223,Asphyxiation and strangulation
9947,T71224,Asphyxiation and strangulation
9947,T71231,Asphyxiation and strangulation
9947,T71232,Asphyxiation and strangulation
9947,T71233,Asphyxiation and strangulation
9947,T71234,Asphyxiation and strangulation
9947,T7129X,Asphyxiation and strangulation
9947,T719XX,Asphyxiation and strangulation
9948,T754XX,Electrocution and nonfatal effects of electric current
9949,T738XX,Other effects of external causes
9949,T739XX,Other effects of external causes
9949,T7589X,Other effects of external causes
9950,T782XX,Other anaphylactic reaction
9951,T783XX,"Angioneurotic edema, not elsewhere classified"
99520,T50905,"Unspecified adverse effect of unspecified drug, medicinal and biological substance"
99521,T7841X,Arthus phenomenon
99522,T410X5,Unspecified adverse effect of anesthesia
99522,T411X5,Unspecified adverse effect of anesthesia
99522,T41205,Unspecified adverse effect of anesthesia
99522,T41295,Unspecified adverse effect of anesthesia
99522,T413X5,Unspecified adverse effect of anesthesia
99522,T4145X,Unspecified adverse effect of anesthesia
99522,T8859X,Unspecified adverse effect of anesthesia
99523,T383X5,Unspecified adverse effect of insulin
99524,T8852X,Failed moderate sedation during procedure
99527,T50995,Other drug allergy
99529,T360X5,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T361X5,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T362X5,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T363X5,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T364X5,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T365X5,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T366X5,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T367X5,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T368X5,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T3695X,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T370X5,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T371X5,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T372X5,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T373X5,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T374X5,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T375X5,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T378X5,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T3795X,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T380X5,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T381X5,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T382X5,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T384X5,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T385X5,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T386X5,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T387X5,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T38805,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T38815,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T38895,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T38905,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T38995,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T39015,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T39095,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T391X5,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T392X5,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T39315,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T39395,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T394X5,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T398X5,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T3995X,"Unspecified adverse effect of other drug, medicinal and biological substance"
99529,T400X5,"Unspecified adverse effect of other drug, medicinal and biological substance"
