icd9,icd10,description
75889,Q998,Other specified chromosome abnormalities
7589,Q999,"Chromosomal abnormality, unspecified"
7590,Q8901,Asplenia (congenital)
7590,Q8909,Congenital malformations of spleen
7591,Q891,Congenital malformations of adrenal gland
7592,Q892,Congenital malformations of other endocrine glands
7593,Q893,Situs inversus
7594,Q894,Conjoined twins
7595,Q851,Tuberous sclerosis
7596,Q858,"Other phakomatoses, not elsewhere classified"
7597,Q897,"Multiple congenital malformations, not elsewhere classified"
75981,Q871,Congenital malformation syndromes predominantly associated with short stature
75982,Q8740,"Marfan's syndrome, unspecified"
75983,Q992,Fragile X chromosome
75989,E7871,Barth syndrome
75989,E7872,Smith-Lemli-Opitz syndrome
75989,Q872,Congenital malformation syndromes predominantly involving limbs
75989,Q873,Congenital malformation syndromes involving early overgrowth
75989,Q875,Other congenital malformation syndromes with other skeletal changes
75989,Q8781,Alport syndrome
75989,Q8782,Arterial tortuosity syndrome
75989,Q8789,"Other specified congenital malformation syndromes, not elsewhere classified"
75989,Q898,Other specified congenital malformations
7599,Q899,"Congenital malformation, unspecified"
7600,P000,Newborn affected by maternal hypertensive disorders
7601,P001,Newborn affected by maternal renal and urinary tract diseases
7602,P002,Newborn affected by maternal infectious and parasitic diseases
7603,P003,Newborn affected by other maternal circulatory and respiratory diseases
7604,P004,Newborn affected by maternal nutritional disorders
7605,P005,Newborn affected by maternal injury
76061,P007,"Newborn affected by other medical procedures on mother, not elsewhere classified"
76062,P007,"Newborn affected by other medical procedures on mother, not elsewhere classified"
76063,P006,Newborn affected by surgical procedure on mother
76064,P006,Newborn affected by surgical procedure on mother
76070,P049,"Newborn affected by maternal noxious substance, unspecified"
76071,P043,Newborn affected by maternal use of alcohol
76071,Q860,Fetal alcohol syndrome (dysmorphic)
76072,P0449,Newborn affected by maternal use of other drugs of addiction
76073,P0449,Newborn affected by maternal use of other drugs of addiction
76074,P041,Newborn affected by other maternal medication
76075,P0441,Newborn affected by maternal use of cocaine
76076,P048,Newborn affected by other maternal noxious substances
76077,P041,Newborn affected by other maternal medication
76078,P041,Newborn affected by other maternal medication
76079,P048,Newborn affected by other maternal noxious substances
7608,P0089,Newborn affected by other maternal conditions
7609,P009,Newborn affected by unspecified maternal condition
7610,P010,Newborn affected by incompetent cervix
7611,P011,Newborn affected by premature rupture of membranes
7612,P012,Newborn affected by oligohydramnios
7613,P013,Newborn affected by polyhydramnios
7614,P014,Newborn affected by ectopic pregnancy
7615,P015,Newborn affected by multiple pregnancy
7616,P016,Newborn affected by maternal death
7617,P017,Newborn affected by malpresentation before labor
7618,P018,Newborn affected by other maternal complications of pregnancy
7619,P019,"Newborn affected by maternal complication of pregnancy, unspecified"
7620,P020,Newborn affected by placenta previa
7621,P021,Newborn affected by other forms of placental separation and hemorrhage
7622,P0229,Newborn affected by other morphological and functional abnormalities of placenta
7623,P023,Newborn affected by placental transfusion syndromes
7624,P024,Newborn affected by prolapsed cord
7625,P025,Newborn affected by other compression of umbilical cord
7626,P0260,Newborn affected by unspecified conditions of umbilical cord
7626,P0269,Newborn affected by other conditions of umbilical cord
7627,P027,Newborn affected by chorioamnionitis
7628,P028,Newborn affected by other abnormalities of membranes
7629,P029,"Newborn affected by abnormality of membranes, unspecified"
7630,P030,Newborn affected by breech delivery and extraction
7631,P031,"Newborn affected by other malpresentation, malposition and disproportion during labor and delivery"
7632,P032,Newborn affected by forceps delivery
7633,P033,Newborn affected by delivery by vacuum extractor [ventouse]
7634,P034,Newborn affected by Cesarean delivery
7635,P040,"Newborn affected by maternal anesthesia and analgesia in pregnancy, labor and delivery"
7636,P035,Newborn affected by precipitate delivery
7637,P036,Newborn affected by abnormal uterine contractions
76381,P03810,Newborn affected by abnormality in fetal (intrauterine) heart rate or rhythm before the onset of labor
76382,P03811,Newborn affected by abnormality in fetal (intrauterine) heart rate or rhythm during labor
76383,P03819,"Newborn affected by abnormality in fetal (intrauterine) heart rate or rhythm, unspecified as to time of onset"
76384,P0382,Meconium passage during delivery
76389,P0389,Newborn affected by other specified complications of labor and delivery
7639,P039,"Newborn affected by complication of labor and delivery, unspecified"
76400,P0500,"Newborn light for gestational age, unspecified weight"
76400,P0509,"Newborn light for gestational age, 2500 grams and over"
76400,P0510,"Newborn small for gestational age, unspecified weight"
76400,P0519,"Newborn small for gestational age, other"
76401,P0501,"Newborn light for gestational age, less than 500 grams"
76401,P0511,"Newborn small for gestational age, less than 500 grams"
76402,P0502,"Newborn light for gestational age, 500-749 grams"
76402,P0512,"Newborn small for gestational age, 500-749 grams"
76403,P0503,"Newborn light for gestational age, 750-999 grams"
76403,P0513,"Newborn small for gestational age, 750-999 grams"
76404,P0504,"Newborn light for gestational age, 1000-1249 grams"
76404,P0514,"Newborn small for gestational age, 1000-1249 grams"
76405,P0505,"Newborn light for gestational age, 1250-1499 grams"
76405,P0515,"Newborn small for gestational age, 1250-1499 grams"
76406,P0506,"Newborn light for gestational age, 1500-1749 grams"
76406,P0516,"Newborn small for gestational age, 1500-1749 grams"
76407,P0507,"Newborn light for gestational age, 1750-1999 grams"
76407,P0517,"Newborn small for gestational age, 1750-1999 grams"
76408,P0508,"Newborn light for gestational age, 2000-2499 grams"
76408,P0518,"Newborn small for gestational age, 2000-2499 grams"
76409,P0509,"Newborn light for gestational age, 2500 grams and over"
76410,P0500,"Newborn light for gestational age, unspecified weight"
76410,P0510,"Newborn small for gestational age, unspecified weight"
76411,P0501,"Newborn light for gestational age, less than 500 grams"
76411,P0511,"Newborn small for gestational age, less than 500 grams"
76412,P0502,"Newborn light for gestational age, 500-749 grams"
76412,P0512,"Newborn small for gestational age, 500-749 grams"
76413,P0503,"Newborn light for gestational age, 750-999 grams"
76413,P0513,"Newborn small for gestational age, 750-999 grams"
76414,P0504,"Newborn light for gestational age, 1000-1249 grams"
76414,P0514,"Newborn small for gestational age, 1000-1249 grams"
76415,P0505,"Newborn light for gestational age, 1250-1499 grams"
76415,P0515,"Newborn small for gestational age, 1250-1499 grams"
76416,P0506,"Newborn light for gestational age, 1500-1749 grams"
76416,P0516,"Newborn small for gestational age, 1500-1749 grams"
76417,P0507,"Newborn light for gestational age, 1750-1999 grams"
76417,P0517,"Newborn small for gestational age, 1750-1999 grams"
76418,P0508,"Newborn light for gestational age, 2000-2499 grams"
76418,P0518,"Newborn small for gestational age, 2000-2499 grams"
76419,P0509,"Newborn light for gestational age, 2500 grams and over"
76420,P052,Newborn affected by fetal (intrauterine) malnutrition not light or small for gestational age
76421,P052,Newborn affected by fetal (intrauterine) malnutrition not light or small for gestational age
76422,P052,Newborn affected by fetal (intrauterine) malnutrition not light or small for gestational age
76423,P052,Newborn affected by fetal (intrauterine) malnutrition not light or small for gestational age
76424,P052,Newborn affected by fetal (intrauterine) malnutrition not light or small for gestational age
76425,P052,Newborn affected by fetal (intrauterine) malnutrition not light or small for gestational age
76426,P052,Newborn affected by fetal (intrauterine) malnutrition not light or small for gestational age
76427,P052,Newborn affected by fetal (intrauterine) malnutrition not light or small for gestational age
76428,P052,Newborn affected by fetal (intrauterine) malnutrition not light or small for gestational age
76429,P052,Newborn affected by fetal (intrauterine) malnutrition not light or small for gestational age
76490,P059,"Newborn affected by slow intrauterine growth, unspecified"
76491,P059,"Newborn affected by slow intrauterine growth, unspecified"
76492,P059,"Newborn affected by slow intrauterine growth, unspecified"
76493,P059,"Newborn affected by slow intrauterine growth, unspecified"
76494,P059,"Newborn affected by slow intrauterine growth, unspecified"
76495,P059,"Newborn affected by slow intrauterine growth, unspecified"
76496,P059,"Newborn affected by slow intrauterine growth, unspecified"
76497,P059,"Newborn affected by slow intrauterine growth, unspecified"
76498,P059,"Newborn affected by slow intrauterine growth, unspecified"
76499,P059,"Newborn affected by slow intrauterine growth, unspecified"
76500,P0700,"Extremely low birth weight newborn, unspecified weight"
76500,P0710,"Other low birth weight newborn, unspecified weight"
76501,P0701,"Extremely low birth weight newborn, less than 500 grams"
76502,P0702,"Extremely low birth weight newborn, 500-749 grams"
76503,P0703,"Extremely low birth weight newborn, 750-999 grams"
76504,P0714,"Other low birth weight newborn, 1000-1249 grams"
76505,P0715,"Other low birth weight newborn, 1250-1499 grams"
76506,P0716,"Other low birth weight newborn, 1500-1749 grams"
76507,P0717,"Other low birth weight newborn, 1750-1999 grams"
76508,P0718,"Other low birth weight newborn, 2000-2499 grams"
76509,P0730,"Preterm newborn, unspecified weeks of gestation"
76510,P0700,"Extremely low birth weight newborn, unspecified weight"
76510,P0710,"Other low birth weight newborn, unspecified weight"
76511,P0701,"Extremely low birth weight newborn, less than 500 grams"
76512,P0702,"Extremely low birth weight newborn, 500-749 grams"
76513,P0703,"Extremely low birth weight newborn, 750-999 grams"
76514,P0714,"Other low birth weight newborn, 1000-1249 grams"
76515,P0715,"Other low birth weight newborn, 1250-1499 grams"
76516,P0716,"Other low birth weight newborn, 1500-1749 grams"
76517,P0717,"Other low birth weight newborn, 1750-1999 grams"
76518,P0718,"Other low birth weight newborn, 2000-2499 grams"
76519,P0730,"Preterm newborn, unspecified weeks of gestation"
76520,P0720,"Extreme immaturity of newborn, unspecified weeks of gestation"
76520,P0730,"Preterm newborn, unspecified weeks of gestation"
76521,P0721,"Extreme immaturity of newborn, gestational age less than 23 completed weeks"
76521,P0722,"Extreme immaturity of newborn, gestational age 23 completed weeks"
76522,P0723,"Extreme immaturity of newborn, gestational age 24 completed weeks"
76523,P0724,"Extreme immaturity of newborn, gestational age 25 completed weeks"
76523,P0725,"Extreme immaturity of newborn, gestational age 26 completed weeks"
76524,P0726,"Extreme immaturity of newborn, gestational age 27 completed weeks"
76524,P0731,"Preterm newborn, gestational age 28 completed weeks"
76525,P0732,"Preterm newborn, gestational age 29 completed weeks"
76525,P0733,"Preterm newborn, gestational age 30 completed weeks"
76526,P0734,"Preterm newborn, gestational age 31 completed weeks"
76526,P0735,"Preterm newborn, gestational age 32 completed weeks"
76527,P0736,"Preterm newborn, gestational age 33 completed weeks"
76527,P0737,"Preterm newborn, gestational age 34 completed weeks"
76528,P0738,"Preterm newborn, gestational age 35 completed weeks"
76528,P0739,"Preterm newborn, gestational age 36 completed weeks"
76529,NoDx,
7660,P080,Exceptionally large newborn baby
7661,P081,Other heavy for gestational age newborn
76621,P0821,Post-term newborn
76622,P0822,Prolonged gestation of newborn
7670,P100,Subdural hemorrhage due to birth injury
7670,P101,Cerebral hemorrhage due to birth injury
7670,P104,Tentorial tear due to birth injury
7670,P524,Intracerebral (nontraumatic) hemorrhage of newborn
7670,P528,Other intracranial (nontraumatic) hemorrhages of newborn
76711,P122,Epicranial subaponeurotic hemorrhage due to birth injury
76719,P120,Cephalhematoma due to birth injury
76719,P121,Chignon (from vacuum extraction) due to birth injury
76719,P1281,Caput succedaneum
76719,P1289,Other birth injuries to scalp
7672,P134,Fracture of clavicle due to birth injury
7673,P130,Fracture of skull due to birth injury
7673,P132,Birth injury to femur
7673,P133,Birth injury to other long bones
7673,P138,Birth injuries to other parts of skeleton
7674,P115,Birth injury to spine and spinal cord
7675,P113,Birth injury to facial nerve
7676,P140,Erb's paralysis due to birth injury
7676,P141,Klumpke's paralysis due to birth injury
7676,P143,Other brachial plexus birth injuries
7677,P114,Birth injury to other cranial nerves
7677,P142,Phrenic nerve paralysis due to birth injury
7677,P148,Birth injuries to other parts of peripheral nervous system
7678,P150,Birth injury to liver
7678,P151,Birth injury to spleen
7678,P152,Sternomastoid injury due to birth injury
7678,P153,Birth injury to eye
7678,P155,Birth injury to external genitalia
7678,P158,Other specified birth injuries
7679,P159,"Birth injury, unspecified"
7680,P84,Other problems with newborn
7681,P84,Other problems with newborn
7682,P190,Metabolic acidemia in newborn first noted before onset of labor
7683,P191,Metabolic acidemia in newborn first noted during labor
7684,P199,"Metabolic acidemia, unspecified"
7685,P84,Other problems with newborn
7686,P84,Other problems with newborn
76870,P9160,"Hypoxic ischemic encephalopathy [HIE], unspecified"
76871,P9161,Mild hypoxic ischemic encephalopathy [HIE]
76872,P9162,Moderate hypoxic ischemic encephalopathy [HIE]
76873,P9163,Severe hypoxic ischemic encephalopathy [HIE]
7689,P84,Other problems with newborn
769,P220,Respiratory distress syndrome of newborn
7700,P239,"Congenital pneumonia, unspecified"
77010,P249,"Neonatal aspiration, unspecified"
77011,P2400,Meconium aspiration without respiratory symptoms
77012,P2401,Meconium aspiration with respiratory symptoms
77013,P2410,Neonatal aspiration of (clear) amniotic fluid and mucus without respiratory symptoms
77014,P2411,Neonatal aspiration of (clear) amniotic fluid and mucus with respiratory symptoms
77015,P2420,Neonatal aspiration of blood without respiratory symptoms
77016,P2421,Neonatal aspiration of blood with respiratory symptoms
77017,P2480,Other neonatal aspiration without respiratory symptoms
77018,P2481,Other neonatal aspiration with respiratory symptoms
7702,P250,Interstitial emphysema originating in the perinatal period
7702,P251,Pneumothorax originating in the perinatal period
7702,P252,Pneumomediastinum originating in the perinatal period
7702,P253,Pneumopericardium originating in the perinatal period
7702,P258,Other conditions related to interstitial emphysema originating in the perinatal period
7703,P261,Massive pulmonary hemorrhage originating in the perinatal period
7703,P268,Other pulmonary hemorrhages originating in the perinatal period
7704,P280,Primary atelectasis of newborn
7705,P2810,Unspecified atelectasis of newborn
7705,P2819,Other atelectasis of newborn
7706,P221,Transient tachypnea of newborn
7707,P270,Wilson-Mikity syndrome
7707,P271,Bronchopulmonary dysplasia originating in the perinatal period
7707,P278,Other chronic respiratory diseases originating in the perinatal period
77081,P283,Primary sleep apnea of newborn
77082,P284,Other apnea of newborn
77083,P282,Cyanotic attacks of newborn
77084,P285,Respiratory failure of newborn
77085,P2430,Neonatal aspiration of milk and regurgitated food without respiratory symptoms
77086,P2431,Neonatal aspiration of milk and regurgitated food with respiratory symptoms
77087,P2881,Respiratory arrest of newborn
77088,P84,Other problems with newborn
77089,P2889,Other specified respiratory conditions of newborn
77089,R0603,Acute respiratory distress
7709,P289,"Respiratory condition of newborn, unspecified"
7710,P350,Congenital rubella syndrome
7711,P351,Congenital cytomegalovirus infection
7712,P352,Congenital herpesviral [herpes simplex] infection
7712,P370,Congenital tuberculosis
7712,P371,Congenital toxoplasmosis
7712,P372,Neonatal (disseminated) listeriosis
7712,P373,Congenital falciparum malaria
7712,P374,Other congenital malaria
7712,P378,Other specified congenital infectious and parasitic diseases
7713,A33,Tetanus neonatorum
7714,P389,Omphalitis without hemorrhage
7715,P390,Neonatal infective mastitis
7716,P391,Neonatal conjunctivitis and dacryocystitis
7717,P375,Neonatal candidiasis
77181,P369,"Bacterial sepsis of newborn, unspecified"
77182,P393,Neonatal urinary tract infection
77183,R7881,Bacteremia
77189,P392,"Intra-amniotic infection affecting newborn, not elsewhere classified"
77189,P398,Other specified infections specific to the perinatal period
7720,P500,Newborn affected by intrauterine (fetal) blood loss from vasa previa
7720,P501,Newborn affected by intrauterine (fetal) blood loss from ruptured cord
7720,P502,Newborn affected by intrauterine (fetal) blood loss from placenta
7720,P503,Newborn affected by hemorrhage into co-twin
7720,P504,Newborn affected by hemorrhage into maternal circulation
7720,P505,Newborn affected by intrauterine (fetal) blood loss from cut end of co-twin's cord
7720,P508,Newborn affected by other intrauterine (fetal) blood loss
77210,P523,Unspecified intraventricular (nontraumatic) hemorrhage of newborn
77211,P520,"Intraventricular (nontraumatic) hemorrhage, grade 1, of newborn"
77212,P521,"Intraventricular (nontraumatic) hemorrhage, grade 2, of newborn"
77213,P5221,"Intraventricular (nontraumatic) hemorrhage, grade 3, of newborn"
77214,P5222,"Intraventricular (nontraumatic) hemorrhage, grade 4, of newborn"
7722,P103,Subarachnoid hemorrhage due to birth injury
7722,P525,Subarachnoid (nontraumatic) hemorrhage of newborn
7723,P518,Other umbilical hemorrhages of newborn
7724,P543,Other neonatal gastrointestinal hemorrhage
7725,P544,Neonatal adrenal hemorrhage
7726,P545,Neonatal cutaneous hemorrhage
7728,P548,Other specified neonatal hemorrhages
7729,P549,"Neonatal hemorrhage, unspecified"
7730,P550,Rh isoimmunization of newborn
7731,P551,ABO isoimmunization of newborn
7732,P558,Other hemolytic diseases of newborn
7732,P559,"Hemolytic disease of newborn, unspecified"
7733,P560,Hydrops fetalis due to isoimmunization
7734,P570,Kernicterus due to isoimmunization
7735,P551,ABO isoimmunization of newborn
7740,P588,Neonatal jaundice due to other specified excessive hemolysis
7741,P580,Neonatal jaundice due to bruising
7741,P582,Neonatal jaundice due to infection
7741,P583,Neonatal jaundice due to polycythemia
7741,P5841,Neonatal jaundice due to drugs or toxins transmitted from mother
7741,P585,Neonatal jaundice due to swallowed maternal blood
7741,P588,Neonatal jaundice due to other specified excessive hemolysis
7742,P590,Neonatal jaundice associated with preterm delivery
77430,P598,Neonatal jaundice from other specified causes
77431,P598,Neonatal jaundice from other specified causes
77439,P593,Neonatal jaundice from breast milk inhibitor
7744,P591,Inspissated bile syndrome
7744,P5929,Neonatal jaundice from other hepatocellular damage
7745,P598,Neonatal jaundice from other specified causes
7746,P599,"Neonatal jaundice, unspecified"
7747,P578,Other specified kernicterus
7750,P700,Syndrome of infant of mother with gestational diabetes
7750,P701,Syndrome of infant of a diabetic mother
7751,P702,Neonatal diabetes mellitus
7752,P940,Transient neonatal myasthenia gravis
7753,P721,Transitory neonatal hyperthyroidism
7754,P710,Cow's milk hypocalcemia in newborn
7754,P711,Other neonatal hypocalcemia
7754,P712,Neonatal hypomagnesemia
7754,P713,Neonatal tetany without calcium or magnesium deficiency
7754,P714,Transitory neonatal hypoparathyroidism
7754,P718,Other transitory neonatal disorders of calcium and magnesium metabolism
7755,P741,Dehydration of newborn
7755,P744,Other transitory electrolyte disturbances of newborn
7756,P704,Other neonatal hypoglycemia
7757,P740,Late metabolic acidosis of newborn
77581,P84,Other problems with newborn
77589,P728,Other specified transitory neonatal endocrine disorders
77589,P748,Other transitory metabolic disturbances of newborn
77589,P7884,Gestational alloimmune liver disease
7759,P729,"Transitory neonatal endocrine disorder, unspecified"
7759,P749,"Transitory metabolic disturbance of newborn, unspecified"
7760,P53,Hemorrhagic disease of newborn
7761,P610,Transient neonatal thrombocytopenia
7762,P60,Disseminated intravascular coagulation of newborn
7763,P616,Other transient neonatal disorders of coagulation
7764,P611,Polycythemia neonatorum
7765,P613,Congenital anemia from fetal blood loss
7765,P614,"Other congenital anemias, not elsewhere classified"
7766,P612,Anemia of prematurity
7767,P615,Transient neonatal neutropenia
7768,P618,Other specified perinatal hematological disorders
7769,P619,"Perinatal hematological disorder, unspecified"
7771,P760,Meconium plug syndrome
7772,P762,Intestinal obstruction due to inspissated milk
7773,P782,Neonatal hematemesis and melena due to swallowed maternal blood
7774,P761,Transitory ileus of newborn
77750,P779,"Necrotizing enterocolitis in newborn, unspecified"
77751,P771,Stage 1 necrotizing enterocolitis in newborn
77752,P772,Stage 2 necrotizing enterocolitis in newborn
77753,P773,Stage 3 necrotizing enterocolitis in newborn
7776,P780,Perinatal intestinal perforation
7778,P7881,Congenital cirrhosis (of liver)
7778,P7889,Other specified perinatal digestive system disorders
7779,P789,"Perinatal digestive system disorder, unspecified"
7780,P832,Hydrops fetalis not due to hemolytic disease
7781,P830,Sclerema neonatorum
7782,P800,Cold injury syndrome
7783,P808,Other hypothermia of newborn
7784,P810,Environmental hyperthermia of newborn
7784,P818,Other specified disturbances of temperature regulation of newborn
7784,P819,"Disturbance of temperature regulation of newborn, unspecified"
7785,P8330,Unspecified edema specific to newborn
7785,P8339,Other edema specific to newborn
7786,P835,Congenital hydrocele
7787,P834,Breast engorgement of newborn
7788,P8381,Umbilical granuloma
7788,P8388,Other specified conditions of integument specific to newborn
7789,P839,"Condition of the integument specific to newborn, unspecified"
7790,P90,Convulsions of newborn
7791,P91811,Neonatal encephalopathy in diseases classified elsewhere
7791,P91819,"Neonatal encephalopathy, unspecified"
7791,P9188,Other specified disturbances of cerebral status of newborn
7791,P919,"Disturbance of cerebral status of newborn, unspecified"
7792,P914,Neonatal cerebral depression
7792,P915,Neonatal coma
77931,P921,Regurgitation and rumination of newborn
77931,P922,Slow feeding of newborn
77931,P928,Other feeding problems of newborn
77931,P929,"Feeding problem of newborn, unspecified"
77932,P9201,Bilious vomiting of newborn
77933,P9209,Other vomiting of newborn
77934,P926,Failure to thrive in newborn
7794,P930,Grey baby syndrome
7794,P938,Other reactions and intoxications due to drugs administered to newborn
7795,P961,Neonatal withdrawal symptoms from maternal use of drugs of addiction
7795,P962,Withdrawal symptoms from therapeutic use of drugs in newborn
7796,NoDx,
7797,P912,Neonatal cerebral leukomalacia
77981,P2912,Neonatal bradycardia
77982,P2911,Neonatal tachycardia
77983,P9682,Delayed separation of umbilical cord
77984,P9683,Meconium staining
77985,P2981,Cardiac arrest of newborn
77989,P290,Neonatal cardiac failure
77989,P2989,Other cardiovascular disorders originating in the perinatal period
77989,P941,Congenital hypertonia
77989,P942,Congenital hypotonia
77989,P9689,Other specified conditions originating in the perinatal period
7799,P95,Stillbirth
7799,P969,"Condition originating in the perinatal period, unspecified"
78001,R4020,Unspecified coma
78002,R404,Transient alteration of awareness
78003,R403,Persistent vegetative state
78009,R400,Somnolence
78009,R401,Stupor
7801,R440,Auditory hallucinations
7801,R442,Other hallucinations
7801,R443,"Hallucinations, unspecified"
7802,R55,Syncope and collapse
78031,R5600,Simple febrile convulsions
78032,R5601,Complex febrile convulsions
78033,R561,Post traumatic seizures
78039,R569,Unspecified convulsions
7804,R42,Dizziness and giddiness
78050,G479,"Sleep disorder, unspecified"
78051,G4730,"Sleep apnea, unspecified"
78052,G4700,"Insomnia, unspecified"
78053,G4730,"Sleep apnea, unspecified"
78054,G4710,"Hypersomnia, unspecified"
78055,G4720,"Circadian rhythm sleep disorder, unspecified type"
78056,G478,Other sleep disorders
78057,G4730,"Sleep apnea, unspecified"
78058,F518,Other sleep disorders not due to a substance or known physiological condition
78059,G478,Other sleep disorders
78060,R502,Drug induced fever
78060,R509,"Fever, unspecified"
78061,R5081,Fever presenting with conditions classified elsewhere
78062,R5082,Postprocedural fever
78063,R5083,Postvaccination fever
78064,R6883,Chills (without fever)
78065,R680,"Hypothermia, not associated with low environmental temperature"
78066,R5084,Febrile nonhemolytic transfusion reaction
78071,R5382,"Chronic fatigue, unspecified"
78072,R532,Functional quadriplegia
78079,G933,Postviral fatigue syndrome
78079,R531,Weakness
78079,R5381,Other malaise
78079,R5383,Other fatigue
7808,R61,Generalized hyperhidrosis
78091,R6812,Fussy infant (baby)
78092,R6811,Excessive crying of infant (baby)
78093,R412,Retrograde amnesia
78093,R413,Other amnesia
78094,R6881,Early satiety
78095,R4583,"Excessive crying of child, adolescent or adult"
78096,R52,"Pain, unspecified"
78097,R4182,"Altered mental status, unspecified"
78099,R4584,Anhedonia
78099,R6889,Other general symptoms and signs
7810,R250,Abnormal head movements
7810,R251,"Tremor, unspecified"
7810,R252,Cramp and spasm
7810,R253,Fasciculation
7810,R259,Unspecified abnormal involuntary movements
7811,R430,Anosmia
7811,R431,Parosmia
7811,R432,Parageusia
7812,R260,Ataxic gait
7812,R261,Paralytic gait
7812,R2689,Other abnormalities of gait and mobility
7812,R269,Unspecified abnormalities of gait and mobility
7813,R270,"Ataxia, unspecified"
7813,R278,Other lack of coordination
7813,R279,Unspecified lack of coordination
7814,R295,Transient paralysis
7815,R683,Clubbing of fingers
7816,R291,Meningismus
7817,R290,Tetany
7818,R414,Neurologic neglect syndrome
78191,R29890,Loss of height
78192,R293,Abnormal posture
78193,R29891,Ocular torticollis
78194,R29810,Facial weakness
78199,R29818,Other symptoms and signs involving the nervous system
78199,R29898,Other symptoms and signs involving the musculoskeletal system
78199,R2990,Unspecified symptoms and signs involving the nervous system
78199,R2991,Unspecified symptoms and signs involving the musculoskeletal system
7820,R200,Anesthesia of skin
7820,R201,Hypoesthesia of skin
7820,R202,Paresthesia of skin
7820,R203,Hyperesthesia
7820,R208,Other disturbances of skin sensation
7820,R209,Unspecified disturbances of skin sensation
7821,R21,Rash and other nonspecific skin eruption
7822,R229,"Localized swelling, mass and lump, unspecified"
7823,R600,Localized edema
7823,R601,Generalized edema
7823,R609,"Edema, unspecified"
7824,R17,Unspecified jaundice
7825,R230,Cyanosis
78261,R231,Pallor
78262,R232,Flushing
7827,R233,Spontaneous ecchymoses
7828,R234,Changes in skin texture
7829,R238,Other skin changes
7830,R630,Anorexia
7831,R635,Abnormal weight gain
78321,R634,Abnormal weight loss
78322,R636,Underweight
7833,R633,Feeding difficulties
78340,R6250,Unspecified lack of expected normal physiological development in childhood
78341,R6251,Failure to thrive (child)
78342,R620,Delayed milestone in childhood
78343,R6252,Short stature (child)
7835,R631,Polydipsia
7836,R632,Polyphagia
7837,R627,Adult failure to thrive
7839,R638,Other symptoms and signs concerning food and fluid intake
7840,G441,"Vascular headache, not elsewhere classified"
7840,R51,Headache
7841,R070,Pain in throat
7842,R220,"Localized swelling, mass and lump, head"
7842,R221,"Localized swelling, mass and lump, neck"
7843,R4701,Aphasia
78440,R499,Unspecified voice and resonance disorder
78441,R491,Aphonia
78442,R490,Dysphonia
78443,R4921,Hypernasality
78444,R4922,Hyponasality
78449,R498,Other voice and resonance disorders
78451,R471,Dysarthria and anarthria
78452,R4782,Fluency disorder in conditions classified elsewhere
78459,R4702,Dysphasia
78459,R4781,Slurred speech
78459,R4789,Other speech disturbances
78460,R489,Unspecified symbolic dysfunctions
78461,R480,Dyslexia and alexia
78469,R481,Agnosia
78469,R482,Apraxia
78469,R488,Other symbolic dysfunctions
7847,R040,Epistaxis
7848,R041,Hemorrhage from throat
78491,R0982,Postnasal drip
78492,R6884,Jaw pain
78499,R065,Mouth breathing
78499,R067,Sneezing
78499,R0689,Other abnormalities of breathing
78499,R196,Halitosis
7850,R000,"Tachycardia, unspecified"
7851,R002,Palpitations
7852,R011,"Cardiac murmur, unspecified"
7853,R012,Other cardiac sounds
7854,I96,"Gangrene, not elsewhere classified"
78550,R579,"Shock, unspecified"
78551,R570,Cardiogenic shock
78552,R6521,Severe sepsis with septic shock
78559,R571,Hypovolemic shock
78559,R578,Other shock
7856,R599,"Enlarged lymph nodes, unspecified"
7859,R0989,Other specified symptoms and signs involving the circulatory and respiratory systems
78600,R069,Unspecified abnormalities of breathing
78601,R064,Hyperventilation
78602,R0601,Orthopnea
78603,R0681,"Apnea, not elsewhere classified"
78604,R063,Periodic breathing
78605,R0602,Shortness of breath
78606,R0682,"Tachypnea, not elsewhere classified"
78607,R062,Wheezing
78609,R0600,"Dyspnea, unspecified"
78609,R0609,Other forms of dyspnea
78609,R063,Periodic breathing
78609,R0683,Snoring
78609,R0689,Other abnormalities of breathing
7861,R061,Stridor
7862,R05,Cough
78630,R042,Hemoptysis
78630,R049,"Hemorrhage from respiratory passages, unspecified"
78631,R0481,Acute idiopathic pulmonary hemorrhage in infants
78639,R0489,Hemorrhage from other sites in respiratory passages
7864,R093,Abnormal sputum
78650,R079,"Chest pain, unspecified"
78651,R072,Precordial pain
78652,R071,Chest pain on breathing
78652,R0781,Pleurodynia
78659,R0782,Intercostal pain
78659,R0789,Other chest pain
7866,R222,"Localized swelling, mass and lump, trunk"
7867,R0989,Other specified symptoms and signs involving the circulatory and respiratory systems
7868,R066,Hiccough
7869,R0689,Other abnormalities of breathing
78701,R112,"Nausea with vomiting, unspecified"
78702,R110,Nausea
78703,R1110,"Vomiting, unspecified"
78703,R1111,Vomiting without nausea
78703,R1112,Projectile vomiting
78704,R1114,Bilious vomiting
7871,R12,Heartburn
78720,R130,Aphagia
78720,R1310,"Dysphagia, unspecified"
78721,R1311,"Dysphagia, oral phase"
78722,R1312,"Dysphagia, oropharyngeal phase"
78723,R1313,"Dysphagia, pharyngeal phase"
78724,R1314,"Dysphagia, pharyngoesophageal phase"
78729,R1319,Other dysphagia
7873,R140,Abdominal distension (gaseous)
7873,R141,Gas pain
7873,R142,Eructation
7873,R143,Flatulence
7874,R192,Visible peristalsis
